date,PE_RATIO,EST_PE_NEXT_YR_AGGTE,5Y GENERIC,1Y GENERIC,S&P 500 TR,PE Yield,Fwd PE Yield,FWD PE - 5Y,S&P 500 1 YEAR GAIN,S&P 500 FORWARD 1 YEAR GAIN,אינפלציה 1Y ידועה,GENERIC INFLATION INDEXED 5Y GOV BOND,EXPECTED INFLATION 5Y
29/10/1999,28.4484,23.1374,5.946,5.412,1870.94,3.515136176,4.322006794,-1.623993206,25.66934,6.091590324,2.6,3.845,2.023207665
30/09/1999,27.0295,21.7439,5.754,5.173,1759.59,3.699661481,4.598990981,-1.155009019,27.8038045,13.28377633,2.6,3.88,1.804004621
31/08/1999,28.5386,22.3491,5.865,5.283,1809.19,3.504026126,4.47445311,-1.39054689,39.8245614,16.31890515,2.3,3.955,1.837333462
30/07/1999,28.7691,22.4315,5.791,5.109,1818.18,3.475951629,4.458016628,-1.332983372,20.20309535,8.974908975,2.1,4.004,1.718203146
30/06/1999,29.883,23.3199,5.646,5.056,1876.78,3.346384232,4.288183054,-1.357816946,22.75602242,7.24911817,2,3.977,1.60516268
31/05/1999,28.8438,22.1746,5.584,4.97,1778.1,3.46694957,4.50966421,-1.07433579,21.0258714,10.47747596,2.1,3.64,1.875723659
30/04/1999,29.4975,22.9096,5.213,4.763,1821.11,3.390117807,4.364982365,-0.848017635,21.82234144,10.12788903,2.3,3.692,1.466844115
31/03/1999,28.4606,22.1485,5.102,4.71,1753.21,3.513629368,4.514978441,-0.587021559,18.46013514,17.9413761,1.7,3.838,1.217280764
26/02/1999,28.0381,21.4568,5.221,4.849,1685.77,3.566575481,4.660527199,-0.560472801,19.73648697,11.7293581,1.6,3.798,1.370932003
29/01/1999,29.2092,22.406,4.548,4.492,1739.84,3.423578872,4.463090244,-0.084909756,32.48958643,10.34577892,1.7,3.878,0.644987389
31/12/1998,28.1609,22.4979,4.54,4.524,1670.01,3.551022872,4.444859298,-0.095140702,28.57901788,21.04119137,1.6,3.796,0.716790628
30/11/1998,26.7131,21.2521,4.482,4.495,1579.02,3.743481663,4.705417347,0.223417347,23.66139605,20.89587212,1.5,3.717,0.737584003
30/10/1998,25.0851,19.9053,4.231,4.182,1488.78,3.986430192,5.023787634,0.792787634,21.99115044,25.66934,1.5,3.601,0.608102238
30/09/1998,23.1148,18.3478,4.216,4.399,1376.79,4.326232544,5.450244716,1.234244716,9.047490812,27.8038045,1.5,3.482,0.709302101
31/08/1998,21.7897,17.0209,4.797,4.855,1293.9,4.589324314,5.875129987,1.078129987,8.094335052,39.8245614,1.6,3.751,1.008183054
31/07/1998,25.5114,19.5452,5.501,5.368,1512.59,3.919816239,5.116345701,-0.384654299,19.28472852,20.20309535,1.7,3.888,1.552633605
30/06/1998,25.9138,19.7724,5.467,5.371,1528.87,3.858947742,5.057554976,-0.409445024,30.16201398,22.75602242,1.7,3.908,1.500365708
29/05/1998,25.0111,18.9177,5.549,5.416,1469.19,3.998224788,5.286054859,-0.262945141,30.68527512,21.0258714,1.7,3.923,1.564619959
30/04/1998,25.3236,19.2605,5.636,5.385,1494.89,3.948885624,5.191973209,-0.444026791,41.06728319,21.82234144,1.4,3.896,1.674751675
31/03/1998,24.9926,19.0489,5.618,5.386,1480,4.001184351,5.249646961,-0.368353039,48,18.46013514,1.4,3.791,1.760268231
27/02/1998,23.989,18.0228,5.585,5.397,1407.9,4.168577265,5.548527421,-0.036472579,35.00503428,19.73648697,1.4,3.745,1.77357945
30/01/1998,22.393,16.8525,5.379,5.221,1313.19,4.46568124,5.93383771,0.55483771,26.91014168,32.48958643,1.6,3.721,1.598519104
31/12/1997,22.2347,18.4232,5.711,5.482,1298.82,4.497474668,5.427938686,-0.283061314,33.36276825,28.57901788,1.7,3.746,1.894048927
28/11/1997,22.7399,18.0695,5.84,5.495,1276.89,4.397556717,5.534187443,-0.305812557,28.51406027,23.66139605,1.8,3.566,2.195701292
31/10/1997,21.8119,17.1781,5.708,5.353,1220.4,4.584653331,5.821365576,0.113365576,32.11223694,21.99115044,2.1,3.573,2.061348035
30/09/1997,22.6119,17.7227,5.987,5.444,1262.56,4.422450126,5.642481112,-0.344518888,40.44517615,9.047490812,2.2,3.689,2.216242803
29/08/1997,21.9033,16.7432,6.223,5.565,1197.01,4.56552209,5.97257394,-0.25042606,40.64930792,8.094335052,2.2,3.596,2.535812194
31/07/1997,23.3307,17.9023,5.9,5.425,1268.05,4.286198014,5.585874441,-0.314125559,52.1392235,19.28472852,2.2,3.59,2.229944975
30/06/1997,21.6254,16.7734,6.383,5.657,1174.59,4.624191922,5.961820502,-0.421179498,34.69914336,30.16201398,2.3,,
30/05/1997,21.2797,16.094,6.5,5.768,1124.22,4.69931437,6.213495713,-0.286504287,29.41555676,30.68527512,2.2,,
30/04/1997,20.069,15.1907,6.573,5.893,1059.7,4.982809308,6.58297511,0.00997511,25.13432131,41.06728319,2.5,,
31/03/1997,18.9778,14.3674,6.752,6.003,1000,5.269314673,6.960201567,0.208201567,19.82505542,48,2.8,,
28/02/1997,20.3625,14.9711,6.387,5.672,1042.85,4.910988336,6.679535906,0.292535906,26.16291027,35.00503428,3,,
31/01/1997,20.3249,14.918,6.246,5.573,1034.74,4.920073407,6.703311436,0.457311436,26.34188034,26.91014168,3,,
31/12/1996,18.9951,15.6565,6.21,5.483,973.9,5.264515586,6.387123559,0.177123559,22.96096157,33.36276825,3.3,,
29/11/1996,20.6953,16.0026,5.832,5.352,993.58,4.832014999,6.24898454,0.41698454,27.86235474,28.51406027,3.3,,
31/10/1996,19.2489,14.9263,6.067,5.409,923.76,5.195102058,6.699583956,0.632583956,24.09457281,32.11223694,3,,
30/09/1996,18.6973,14.5572,6.457,5.685,898.97,5.348365807,6.869452917,0.412452917,20.33276668,40.44517615,3,,
30/08/1996,18.1751,13.7827,6.725,5.904,851.06,5.502033001,7.25547244,0.53047244,18.72715605,40.64930792,2.9,,
31/07/1996,17.8241,13.5432,6.566,5.831,833.48,5.61038145,7.383779314,0.817779314,16.56736874,52.1392235,3,,
28/06/1996,18.6863,14.0733,6.462,5.679,872.01,5.351514211,7.105653969,0.643653969,26.00026009,34.69914336,2.8,,
31/05/1996,19.1652,13.9611,6.631,5.745,868.69,5.217790579,7.162759381,0.531759381,28.43603998,29.41555676,2.9,,
30/04/1996,18.7808,13.6676,6.413,5.627,846.85,5.324586812,7.316573502,0.903573502,30.21249769,25.13432131,2.9,,
29/03/1996,18.5754,13.5387,6.086,5.381,834.55,5.383464152,7.386233538,1.300233538,32.09921489,19.82505542,2.8,,
29/02/1996,18.4889,13.2989,5.731,5.223,826.59,5.408650596,7.519418899,1.788418899,34.70056221,26.16291027,2.7,,
31/01/1996,18.3957,13.2873,5.236,4.896,819,5.436052991,7.525983458,2.289983458,38.66314506,26.34188034,2.7,,
29/12/1995,17.8028,13.903,5.381,5.137,792.04,5.61709394,7.192692225,1.811692225,37.57859997,22.96096157,2.5,,
30/11/1995,17.5036,13.5392,5.517,5.358,777.07,5.713110446,7.385960766,1.868960766,36.97932274,27.86235474,2.6,,
31/10/1995,16.8604,13.01,5.809,5.546,744.4,5.931057389,7.686395081,1.877395081,26.44166256,24.09457281,2.8,,
29/09/1995,16.9302,13.0203,6.015,5.679,747.07,5.906604765,7.680314586,1.665314586,29.74695636,20.33276668,2.5,,
31/08/1995,16.5626,12.4537,6.067,5.637,716.82,6.037699395,8.029742165,1.962742165,21.44757129,18.72715605,2.6,,
31/07/1995,16.6219,12.6515,6.155,5.65,715.02,6.016159404,7.904201083,1.749201083,26.11026844,16.56736874,2.8,,
30/06/1995,16.4428,12.3842,5.967,5.628,692.07,6.08168925,8.074804993,2.107804993,26.06929467,26.00026009,3,,
31/05/1995,16.7035,12.746,6.052,5.786,676.36,5.98676924,7.845598619,1.793598619,20.18836073,28.43603998,3.2,,
28/04/1995,16.1594,12.3827,6.881,6.308,650.36,6.188348577,8.075783149,1.194783149,17.4655926,30.21249769,3.1,,
31/03/1995,15.7779,12.1895,7.071,6.476,631.76,6.337979072,8.203781943,1.132781943,15.56937712,32.09921489,2.9,,
28/02/1995,16.1732,11.9416,7.039,6.414,613.65,6.183068286,8.374087224,1.335087224,7.362177861,34.70056221,2.9,,
31/01/1995,15.6063,11.7053,7.506,6.786,590.64,6.407668698,8.543138578,1.037138578,0.531045752,38.66314506,2.8,,
30/12/1994,15.3461,12.597,7.827,7.178,575.7,6.516313591,7.938398031,0.111398031,1.319957761,37.57859997,2.7,,
30/11/1994,17.2264,12.4675,7.788,6.881,567.29,5.805043422,8.020854221,0.232854221,1.04736289,36.97932274,2.7,,
31/10/1994,17.9454,12.9615,7.485,6.137,588.73,5.57245868,7.715156425,0.230156425,3.86542465,26.44166256,2.6,,
30/09/1994,17.6905,12.8003,7.28,5.928,575.79,5.652751477,7.812316899,0.532316899,3.684295824,29.74695636,3,,
31/08/1994,19.58,13.2429,6.804,5.534,590.23,5.107252298,7.551216123,0.747216123,5.469783067,21.44757129,2.9,,
29/07/1994,18.8503,12.7611,6.73,5.36,566.98,5.304955359,7.836315051,1.106315051,5.159878329,26.11026844,2.8,,
30/06/1994,18.1556,12.4841,6.949,5.483,548.96,5.507942453,8.01018896,1.06118896,1.407618133,26.06929467,2.5,,
31/05/1994,20.8925,12.795,6.761,5.363,562.75,4.786406605,7.81555295,1.05455295,4.25930043,20.18836073,2.3,,
29/04/1994,20.7011,12.685,6.635,5.078,553.66,4.830661173,7.883326764,1.248326764,5.318622789,17.4655926,2.4,,
31/03/1994,20.4377,12.5258,6.226,4.427,546.65,4.892918479,7.983522011,1.757522011,1.472007722,15.56937712,2.5,,
28/02/1994,22.0962,13.0633,5.573,3.977,571.57,4.525665046,7.655033567,2.082033567,8.336018499,7.362177861,2.5,,
31/01/1994,22.7623,13.4283,5.022,3.507,587.52,4.393229155,7.446959034,2.424959034,12.87824934,0.531045752,2.5,,
31/12/1993,22.0648,14.7404,5.208,3.582,568.2,4.532105435,6.784076416,1.576076416,10.07787981,1.319957761,2.7,,
30/11/1993,23.3077,14.4691,5.158,3.626,561.41,4.290427627,6.9112799,1.7532799,10.09766238,1.04736289,2.7,,
29/10/1993,23.6277,14.6072,4.847,3.466,566.82,4.232320539,6.845938989,1.998938989,14.94332123,3.86542465,2.8,,
30/09/1993,23.1458,14.283,4.772,3.36,555.33,4.320438265,7.001330253,2.229330253,13.00286918,3.684295824,2.7,,
31/08/1993,24.7966,14.3573,4.789,3.372,559.62,4.03281095,6.965097894,2.176097894,15.21452689,5.469783067,2.8,,
30/07/1993,24.0361,13.7887,5.146,3.521,539.16,4.160408719,7.252315302,2.106315302,8.730110715,5.159878329,2.8,,
30/06/1993,24.436,13.8421,5.047,3.437,541.34,4.092322802,7.224337348,2.177337348,13.62901702,1.407618133,3,,
31/05/1993,23.5384,13.8039,5.368,3.608,539.76,4.24837712,7.244329501,1.876329501,11.61290323,4.25930043,3.2,,
30/04/1993,23.0531,13.4839,5.107,3.256,525.7,4.337811401,7.416251975,2.309251975,9.236363636,5.318622789,3.2,,
31/03/1993,23.6078,13.6998,5.24,3.283,538.72,4.235888139,7.299376633,2.059376633,15.229295,1.472007722,3.1,,
26/02/1993,24.5655,13.3908,5.208,3.273,527.59,4.070749629,7.467813723,2.259813723,10.65458588,8.336018499,3.2,,
29/01/1993,24.312,13.2667,5.549,3.358,520.49,4.11319513,7.537669503,1.988669503,10.57786276,12.87824934,3.3,,
31/12/1992,24.4126,14.9124,5.993,3.582,516.18,4.096245381,6.705828706,0.712828706,7.620457436,10.07787981,2.9,,
30/11/1992,25.4347,14.5737,6.221,3.819,509.92,3.931636701,6.861675484,0.640675484,18.4730838,10.09766238,3,,
30/10/1992,24.7581,14.0836,5.886,3.509,493.13,4.039082159,7.100457269,1.214457269,9.955850874,14.94332123,3.2,,
30/09/1992,24.5615,13.8389,5.324,3.053,491.43,4.071412577,7.226007847,1.902007847,11.0500983,13.00286918,3,,
31/08/1992,25.6756,13.6476,5.575,3.446,485.72,3.894748321,7.327295642,1.752295642,7.923387993,15.21452689,3.1,,
31/07/1992,26.381,13.8484,5.822,3.617,495.87,3.790606876,7.221050807,1.399050807,12.78744456,8.730110715,3.2,,
30/06/1992,25.3305,13.218,6.272,4.048,476.41,3.947809952,7.565441065,1.293441065,13.41205037,13.62901702,3.1,,
29/05/1992,26.803,13.501,6.602,4.242,483.6,3.730925643,7.406858751,0.804858751,9.849173178,11.61290323,3,,
30/04/1992,26.3384,13.4303,6.883,4.309,481.25,3.796737843,7.445850055,0.562850055,14.03217781,9.236363636,3.2,,
31/03/1992,25.7929,13.0157,6.924,4.493,467.52,3.877035928,7.683028957,0.759028957,11.04196851,15.229295,3.2,,
28/02/1992,26.4552,13.2773,6.564,4.3,476.79,3.779975203,7.531651767,0.967651767,15.98472317,10.65458588,2.8,,
31/01/1992,26.2625,13.2452,6.428,4.193,470.7,3.807710614,7.549904871,1.121904871,22.69314983,10.57786276,2.6,,
31/12/1991,26.6938,15.1822,5.928,4.087,479.63,3.746188253,6.586660695,0.658660695,30.4654136,7.620457436,3.1,,
29/11/1991,20.8775,13.4162,6.478,4.672,430.41,4.789845527,7.453675407,0.975675407,20.33718232,18.4730838,3,,
31/10/1991,21.7281,13.7824,6.741,5.088,448.48,4.602335225,7.255630369,0.514630369,33.49605596,9.955850874,2.9,,
30/09/1991,21.312,13.5191,6.906,5.408,442.53,4.692192192,7.396942104,0.490942104,31.16274934,11.0500983,3.4,,
30/08/1991,20.1102,13.6983,7.338,5.727,450.06,4.972600969,7.300175934,-0.037824066,26.90258001,7.923387993,3.8,,
31/07/1991,19.6481,13.2569,7.737,6.141,439.65,5.089550644,7.543241633,-0.193758367,12.76257406,12.78744456,4.4,,
28/06/1991,18.8369,12.6279,7.879,6.307,420.07,5.308729143,7.918973068,0.039973068,7.39632868,13.41205037,4.7,,
31/05/1991,18.1072,13.1642,7.705,6.174,440.24,5.522665017,7.596359824,-0.108640176,11.79278822,9.849173178,5,,
30/04/1991,17.4859,12.5915,7.61,6.026,422.03,5.718893508,7.941865544,0.331865544,17.61935286,14.03217781,4.9,,
29/03/1991,17.5298,12.4383,7.754,6.249,421.03,5.704571644,8.03968388,0.28568388,14.41032609,11.04196851,4.9,,
28/02/1991,16.7071,12.0157,7.695,6.452,411.08,5.985479227,8.322444801,0.627444801,14.66666667,15.98472317,5.3,,
31/01/1991,15.662,11.1917,7.607,6.501,383.64,6.384880603,8.935193045,1.328193045,8.391252755,22.69314983,5.7,,
31/12/1990,15.2794,11.8877,7.679,6.859,367.63,6.544759611,8.412056159,0.733056159,,30.4654136,6.1,,
30/11/1990,14.728,11.4657,7.985,7.347,357.67,6.789788159,8.721665489,0.736665489,,20.33718232,6.3,,
31/10/1990,13.875,10.5694,8.219,7.393,335.95,7.207207207,9.461275001,1.242275001,,33.49605596,6.3,,
28/09/1990,13.356,10.5599,8.456,7.656,337.39,7.487271638,9.469786646,1.013786646,,31.16274934,6.2,,
31/08/1990,13.9635,10.8958,8.44,7.757,354.65,7.16152827,9.177848345,0.737848345,,26.90258001,5.6,,
31/07/1990,15.3671,11.8552,8.108,7.695,389.89,6.507408685,8.435117079,0.327117079,,12.76257406,4.8,,
29/06/1990,15.3688,11.8702,8.337,8.027,391.14,6.506688876,8.424457886,0.087457886,,7.39632868,4.7,,
31/05/1990,15.4024,11.8938,8.549,8.223,393.8,6.492494676,8.407741849,-0.141258151,,11.79278822,4.4,,
30/04/1990,14.1063,10.8548,9,8.535,358.81,7.089031142,9.212514279,0.212514279,,17.61935286,4.7,,
30/03/1990,14.4666,11.0969,8.638,8.331,368,6.912474251,9.011525741,0.373525741,,14.41032609,5.2,,
28/02/1990,13.9688,10.7204,8.451,8.109,358.5,7.158811065,9.328010149,0.877010149,,14.66666667,5.3,,
31/01/1990,13.7883,10.5891,8.318,8.075,353.94,7.252525692,9.443673211,1.125673211,,8.391252755,5.2,,
